title,location,type,area,bedrooms,bathrooms,yearBuilt,amenities,price
Premium Villa in Bangalore,"Bangalore, KA",Villa,2472,2,1,2006,"WiFi,Security",1748251
Premium Condo in Mumbai,"Mumbai, MH",Condo,4966,4,1,1980,Security,3519043
Premium Villa in Pune,"Pune, MH",Villa,3507,5,3,2018,"Gym,Parking,Pool,Garden",2057815
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,2434,3,2,1996,"WiFi,Garden,Pool,Gym,Security",1853583
Premium Apartment in Pune,"Pune, MH",Apartment,3690,4,3,1997,"Pool,Security",1377778
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,779,4,4,2017,"WiFi,Gym,Parking,Pool,Security",489600
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,1387,2,2,1980,"Garden,Pool",572846
Premium Villa in Mumbai,"Mumbai, MH",Villa,1835,5,2,2017,Gym,2602279
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,4293,6,1,1996,"Pool,WiFi,Gym,Security",3401456
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,2531,6,1,2008,"Gym,Pool,Parking",1079551
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,664,2,2,1980,"Security,Garden,WiFi",954212
Premium Apartment in Pune,"Pune, MH",Apartment,1051,3,4,1985,"Security,Garden",527737
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,4479,1,1,2008,Security,2130908
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,1165,4,3,2019,"WiFi,Gym,Pool,Security,Garden",1190163
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,772,4,4,2002,"WiFi,Garden,Gym,Parking",834236
Premium Condo in Bangalore,"Bangalore, KA",Condo,1729,3,4,2002,"Garden,WiFi,Pool,Parking",1166388
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,4603,6,2,2023,"Pool,Garden,WiFi,Parking",2968279
Premium Apartment in Pune,"Pune, MH",Apartment,732,3,2,2008,"Gym,Garden",400887
Premium Condo in Kolkata,"Kolkata, WB",Condo,3829,5,1,2014,"Garden,WiFi",1436073
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,4195,3,3,1983,"Garden,Pool,Parking,Gym,WiFi",5166819
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,962,2,3,2004,"WiFi,Gym,Security",609913
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,4125,3,2,2005,"Security,Parking,WiFi,Pool,Gym",2707552
Premium Condo in Bangalore,"Bangalore, KA",Condo,3032,1,2,1998,"Garden,Pool,Gym,Security",1380356
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,1730,4,2,1982,"Parking,Security,WiFi,Garden,Pool",697886
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,717,6,4,2012,"WiFi,Garden,Parking,Pool",1097880
Premium Apartment in Delhi,"Delhi, DL",Apartment,2160,3,3,1995,"Parking,Gym,WiFi",1676946
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,963,1,3,2014,"Pool,Garden,Gym",762920
Premium Villa in Bangalore,"Bangalore, KA",Villa,3070,6,4,1992,"Pool,Parking,Security,Garden",3136879
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,4400,1,3,1995,"Security,Garden,WiFi,Pool",3078934
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,3681,1,2,2011,"WiFi,Gym,Parking,Garden,Security",1201358
Premium Condo in Chennai,"Chennai, TN",Condo,2578,3,4,1996,WiFi,1028698
Premium Apartment in Pune,"Pune, MH",Apartment,1561,6,3,1980,"Garden,Parking,WiFi",910331
Premium Apartment in Delhi,"Delhi, DL",Apartment,2310,3,2,1980,"Gym,Parking,Security,WiFi,Pool",1475552
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,661,6,1,1994,"Pool,Garden",470649
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,2866,3,2,2004,Garden,1666504
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,4287,1,2,1999,"Gym,Pool,Parking",1281085
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,1006,6,3,2007,"Gym,WiFi",643779
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,2421,2,3,2007,"WiFi,Pool,Parking,Garden,Gym",853265
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,3791,1,3,2024,"Garden,WiFi,Pool,Security",1829440
Premium Villa in Bangalore,"Bangalore, KA",Villa,3171,5,1,2015,"Parking,Security,WiFi",2478972
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,4747,2,2,2010,"Parking,Security",1570184
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,4080,5,2,2017,"Garden,Pool,Security,Parking",1577681
Premium Condo in Pune,"Pune, MH",Condo,976,6,3,2000,"WiFi,Gym,Parking,Security,Pool",639284
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,4950,5,2,2005,"Security,Pool,Gym,WiFi",3357750
Premium Apartment in Pune,"Pune, MH",Apartment,4486,3,4,2004,"Pool,Security,WiFi",1480457
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,4643,4,3,1989,"WiFi,Parking",2355409
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,3619,3,1,2016,"Garden,Security,Pool,WiFi",4044773
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,3462,5,3,2005,"Security,WiFi,Parking",3881964
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,4224,2,1,2019,"Gym,Security,Pool,Garden,WiFi",1404010
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,4450,2,1,2012,"Security,Parking,Pool,WiFi",2779275
Premium Villa in Mumbai,"Mumbai, MH",Villa,1671,5,1,1999,WiFi,2085927
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,4739,4,3,1996,"WiFi,Security,Pool,Gym",2748858
Premium Villa in Delhi,"Delhi, DL",Villa,4180,5,3,1984,Gym,4061516
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,2873,3,3,2018,"Security,Parking,WiFi",1075179
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,1940,3,4,2012,Parking,1104912
Premium Condo in Bangalore,"Bangalore, KA",Condo,2762,1,1,2022,"Gym,Pool,WiFi",1361428
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,771,6,3,1998,WiFi,648828
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,3063,4,4,1983,"Security,WiFi,Parking,Garden",2334482
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,3066,2,1,1984,"Gym,Pool,Parking,Garden",2009462
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,1338,6,1,2020,"WiFi,Garden,Gym,Parking,Pool",1321060
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,3676,5,1,2004,Parking,2863385
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,4931,5,3,2016,"Parking,Gym,Security,Garden",1752368
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,3769,1,1,2019,"Parking,WiFi",4611661
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,2357,4,4,1995,"Parking,Security,Gym",1501554
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,3991,1,4,2021,"Pool,Parking,Garden",5112926
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,3930,3,4,2007,"Garden,Parking,Gym",1383666
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,1685,3,4,2024,"Gym,Parking,Pool,WiFi,Security",670687
Premium Apartment in Chennai,"Chennai, TN",Apartment,3501,4,3,2015,Security,1197394
Premium Townhouse in Pune,"Pune, MH",Townhouse,1515,5,2,1985,"Gym,Security,Pool,Garden",785104
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,568,5,3,2003,Pool,497784
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,1713,4,4,2010,"Parking,Security",809957
Premium Condo in Chennai,"Chennai, TN",Condo,2541,2,1,1984,"WiFi,Gym,Pool,Parking,Garden",873716
Premium Condo in Kolkata,"Kolkata, WB",Condo,4658,5,4,1987,"Gym,Parking,Pool,WiFi",1876859
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,2385,3,4,2007,"Pool,Gym,Garden,WiFi",3423269
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,4247,6,2,1986,"Parking,Gym",3481608
Premium Condo in Chennai,"Chennai, TN",Condo,4905,6,1,2023,"Parking,Pool,Garden,Gym,Security",1883949
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,1947,6,3,2016,"WiFi,Parking,Gym,Garden",1806334
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,4608,4,2,1997,"Gym,WiFi,Garden",2661258
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,4090,1,3,1986,"Pool,Security",1384594
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,2217,6,3,1988,"Parking,Garden,Gym,Pool,Security",1964140
Premium Apartment in Delhi,"Delhi, DL",Apartment,996,6,3,1981,"Pool,Gym,WiFi,Security",1166371
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,1564,1,4,2009,"Garden,WiFi",2372808
Premium Apartment in Delhi,"Delhi, DL",Apartment,2586,1,3,1981,"Parking,Garden",1482967
Premium Villa in Delhi,"Delhi, DL",Villa,4822,4,4,1995,"Garden,Gym,Parking,Security",4323572
Premium Penthouse in Pune,"Pune, MH",Penthouse,1012,2,1,1988,WiFi,890945
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,2651,3,1,1992,"Security,Pool,WiFi,Parking",882372
Premium Penthouse in Pune,"Pune, MH",Penthouse,2559,3,2,2002,"Pool,Garden",2085397
Premium Villa in Delhi,"Delhi, DL",Villa,3241,5,1,2019,Pool,3407824
Premium Apartment in Chennai,"Chennai, TN",Apartment,3407,2,1,1981,"WiFi,Pool,Parking,Security",1134815
Premium Condo in Bangalore,"Bangalore, KA",Condo,2929,4,4,2021,"Gym,Parking,WiFi",1886255
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,3830,1,3,2004,"Security,WiFi,Gym,Garden,Parking",2655125
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,2094,6,1,2019,"Pool,Gym,Garden,Parking,Security",3599112
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,4763,5,3,2018,"Gym,Pool",3619808
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,2165,6,4,2006,"Garden,Pool,Gym",3328928
Premium Condo in Mumbai,"Mumbai, MH",Condo,4269,5,3,2002,"Gym,Parking,Pool,WiFi,Security",3010864
Premium Villa in Bangalore,"Bangalore, KA",Villa,1015,6,2,1984,"Parking,Gym,Pool",1483862
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,4379,4,4,2007,"WiFi,Gym,Security,Parking",2448561
Premium Condo in Kolkata,"Kolkata, WB",Condo,3557,1,2,2024,"Parking,Pool",1209777
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,3968,1,3,2022,"Garden,Gym,Security,Parking,Pool",1229735
Premium Villa in Delhi,"Delhi, DL",Villa,836,3,2,1985,"WiFi,Pool,Security,Garden",1301794
Premium Villa in Pune,"Pune, MH",Villa,1398,5,1,2001,"Garden,Pool",935770
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,4228,5,4,2011,"Parking,Gym,Security",2286149
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,3141,4,4,2015,"Pool,Security,Parking,Gym,Garden",2464509
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,1264,1,3,2002,"WiFi,Garden,Pool,Security,Gym",513394
Premium Condo in Pune,"Pune, MH",Condo,2028,6,4,1983,"WiFi,Gym,Pool,Security,Garden",1057564
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,1299,1,2,2023,"WiFi,Security,Garden,Parking",898076
Premium Condo in Kolkata,"Kolkata, WB",Condo,2177,2,2,2023,"WiFi,Gym,Garden,Security",747207
Premium Condo in Bangalore,"Bangalore, KA",Condo,1508,4,4,1985,"Gym,Security,WiFi,Pool",1056036
Premium Villa in Mumbai,"Mumbai, MH",Villa,4149,4,1,2018,WiFi,4495042
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,2895,3,1,1983,"Garden,Gym,Security,Parking",2020380
Premium Condo in Delhi,"Delhi, DL",Condo,3213,1,3,2024,"Security,WiFi,Gym",1951965
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,1373,6,3,2013,Garden,1428482
Premium Condo in Delhi,"Delhi, DL",Condo,4846,2,1,1983,"Parking,WiFi,Security",2680130
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,4990,1,1,2022,"Security,Pool",6386485
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,863,6,3,2014,"Garden,Security",1144177
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,955,5,3,1990,"Parking,WiFi,Pool,Gym,Garden",815604
Premium Condo in Chennai,"Chennai, TN",Condo,3239,5,1,2001,"Security,Gym,Parking,Garden,Pool",1271846
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,1989,1,1,2018,"Garden,WiFi,Parking,Gym,Pool",1817386
Premium Condo in Delhi,"Delhi, DL",Condo,3842,5,3,2015,"WiFi,Parking,Gym,Security",2546763
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,4649,5,3,2010,"Garden,Parking,Pool,Security",3071177
Premium Villa in Mumbai,"Mumbai, MH",Villa,1524,5,2,1988,Gym,2223648
Premium Villa in Kolkata,"Kolkata, WB",Villa,1852,1,1,2004,"Parking,Gym",871088
Premium Condo in Chennai,"Chennai, TN",Condo,3861,3,2,1981,Parking,1460288
Premium Penthouse in Pune,"Pune, MH",Penthouse,2108,6,1,2021,Parking,1732209
Premium Villa in Delhi,"Delhi, DL",Villa,4656,6,2,1988,"WiFi,Security,Garden,Pool",4395724
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,4943,5,4,2011,Parking,1849272
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,1226,6,1,1994,"Security,Pool,WiFi,Garden",1105445
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,2987,1,4,2012,"Parking,Garden,WiFi,Gym,Pool",3884360
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,4092,1,4,2010,"Security,Pool,Parking,Garden,Gym",1251935
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,4392,4,1,2024,"Gym,Garden",2358272
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,969,3,3,1983,"Parking,Pool,Garden",938720
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,1500,4,4,2010,"Garden,Security,Pool,WiFi",782905
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,1064,4,3,2016,"Garden,Pool",1152234
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,2206,6,2,1990,Security,962940
Premium Condo in Chennai,"Chennai, TN",Condo,4508,1,3,1993,"Pool,Parking,Security,Garden,Gym",1597911
Premium Townhouse in Pune,"Pune, MH",Townhouse,2896,6,1,1994,"Pool,Gym,Garden",1104306
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,953,6,2,1996,"WiFi,Gym,Security,Pool,Parking",874686
Premium Condo in Chennai,"Chennai, TN",Condo,1211,3,1,2003,"WiFi,Garden,Pool,Security",507496
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,798,4,2,1999,"WiFi,Gym",521030
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,4479,6,1,2001,"Pool,Garden,Gym",3576883
Premium Condo in Pune,"Pune, MH",Condo,4192,6,2,2021,"Parking,Gym,WiFi,Pool,Security",1708851
Premium Condo in Bangalore,"Bangalore, KA",Condo,2911,4,3,2008,"Pool,WiFi",1788367
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,3545,4,1,1988,"Garden,WiFi,Gym,Security,Pool",4534351
Premium Villa in Delhi,"Delhi, DL",Villa,1394,3,3,1988,"Gym,Garden,Security",1771747
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,3036,5,2,2003,"Garden,WiFi,Parking,Pool",2255335
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,2742,4,2,1988,"WiFi,Parking,Security,Garden",3110894
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,3675,5,2,2021,"Security,Pool,WiFi,Garden,Gym",1303401
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,3851,2,2,1999,"Pool,Gym,WiFi,Security",1238201
Premium Apartment in Delhi,"Delhi, DL",Apartment,4113,5,3,1983,"WiFi,Gym,Pool,Security,Garden",2657379
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,857,4,1,1998,"Parking,Gym",498486
Premium Apartment in Chennai,"Chennai, TN",Apartment,2436,2,4,2021,"Gym,Pool,Security,WiFi",857500
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,2135,6,3,2014,"Security,Pool,Parking",2083775
Premium Villa in Bangalore,"Bangalore, KA",Villa,2325,2,2,1994,"Parking,Garden,Pool",1881594
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,518,1,2,1998,"Garden,Parking,Pool",261454
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,2617,5,3,2018,"Security,Garden,Pool",997223
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,3916,2,2,1983,Parking,1380834
Premium Villa in Chennai,"Chennai, TN",Villa,3862,3,2,1999,"Parking,Security,Garden,WiFi",1958331
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,3765,3,4,1986,Parking,2804758
Premium Apartment in Pune,"Pune, MH",Apartment,2426,3,1,1986,WiFi,831086
Premium Condo in Pune,"Pune, MH",Condo,3779,5,2,2009,"WiFi,Gym,Garden,Pool,Parking",1374108
Premium Villa in Bangalore,"Bangalore, KA",Villa,4529,1,3,2022,"Pool,Gym",3251548
Premium Condo in Bangalore,"Bangalore, KA",Condo,1023,2,3,1980,"Pool,WiFi,Gym,Garden",674092
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,1301,4,4,1993,"Garden,Parking",1244673
Premium Villa in Bangalore,"Bangalore, KA",Villa,1801,4,4,1994,"Pool,Garden,Gym,Security",1822499
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,4351,1,1,1987,"WiFi,Gym,Security,Parking,Garden",4221403
Premium Villa in Pune,"Pune, MH",Villa,1121,3,4,1991,"Pool,Gym",792599
Premium Penthouse in Pune,"Pune, MH",Penthouse,2804,3,4,2010,"Gym,WiFi,Pool",2122216
Premium Apartment in Chennai,"Chennai, TN",Apartment,3456,3,2,2003,Security,1211271
Premium Condo in Chennai,"Chennai, TN",Condo,1185,5,3,2020,Gym,711583
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,4028,2,3,2008,"Garden,WiFi,Parking",1467827
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,1189,6,1,2008,"Security,Gym",708553
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,3199,5,4,2000,"Security,WiFi,Garden,Pool",2420757
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,1964,4,1,1997,Garden,812478
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,1330,6,2,1982,"Garden,Security,Parking,Pool",1611831
Premium Condo in Chennai,"Chennai, TN",Condo,1210,1,2,1992,"Pool,Parking",478015
Premium Villa in Delhi,"Delhi, DL",Villa,1897,6,1,1984,"Pool,WiFi",2421746
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,2361,1,2,2018,"Security,Pool,WiFi,Gym,Garden",819463
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,3375,4,3,1989,Gym,2000933
Premium Condo in Mumbai,"Mumbai, MH",Condo,2378,5,3,2002,"Garden,Gym,Pool,Security",2039448
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,4385,5,4,1985,Parking,2476975
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,4100,3,3,1994,Parking,1361533
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,4244,3,2,2015,"Garden,Security,WiFi",3096221
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,4325,2,1,2016,"Garden,Parking",2319240
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,4299,5,3,2014,"Security,Garden,Gym,Pool",3502091
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,2459,6,3,2009,WiFi,3597304
Premium Villa in Pune,"Pune, MH",Villa,678,4,3,2024,"Garden,Security,Parking",736661
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,4783,5,1,1983,"Security,Parking",1771965
Premium Villa in Chennai,"Chennai, TN",Villa,1898,6,2,2021,Gym,1246872
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,2795,3,3,2016,"Parking,Gym,Security,WiFi,Pool",1045940
Premium Villa in Chennai,"Chennai, TN",Villa,3195,6,3,2005,"Gym,Security",2082927
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,3746,4,4,1981,"Security,WiFi,Gym,Pool,Parking",1346018
Premium Villa in Delhi,"Delhi, DL",Villa,871,3,3,2020,"Security,Gym,Garden,WiFi,Parking",1380405
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,4681,1,4,2005,"Security,Pool,Parking,Gym",3304112
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,3856,1,4,2012,"Gym,WiFi,Garden,Pool,Parking",1295371
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,3948,4,3,1991,"Gym,Parking,Garden,Security",2449602
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,3403,4,2,2019,"Parking,Security,WiFi,Pool,Garden",1380732
Premium Villa in Chennai,"Chennai, TN",Villa,2968,3,1,1985,"Security,Garden,Gym,Parking,WiFi",1524472
Premium Condo in Kolkata,"Kolkata, WB",Condo,4333,1,1,2003,"Gym,Garden,Parking,Pool",1415290
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,4719,2,1,2000,"Pool,WiFi,Gym,Parking",1662828
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,3640,4,2,2000,"Garden,Parking,Security",1227052
Premium Condo in Delhi,"Delhi, DL",Condo,3900,5,4,1985,"WiFi,Security,Parking,Pool,Gym",2746132
Premium Apartment in Chennai,"Chennai, TN",Apartment,1002,4,4,1998,"Garden,Gym,Parking",577505
Premium Condo in Delhi,"Delhi, DL",Condo,1718,3,2,2000,"Garden,Gym",1268429
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,2098,5,2,2012,"Parking,Gym,WiFi,Garden,Pool",1249110
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,4966,6,2,2023,"Parking,Security,Pool,Gym",2979656
Premium Villa in Bangalore,"Bangalore, KA",Villa,2558,3,1,1982,"Garden,Gym,WiFi,Security,Pool",2099604
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,2124,4,3,2015,"Pool,Garden,Gym,Security",929309
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,2756,2,1,2010,"WiFi,Security",1664670
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,2670,5,1,2000,"Parking,Gym",1591279
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,2571,1,1,1983,"WiFi,Pool,Gym,Parking,Garden",3296260
Premium Townhouse in Pune,"Pune, MH",Townhouse,4053,2,1,2012,"Pool,WiFi,Parking",1369145
Premium Apartment in Chennai,"Chennai, TN",Apartment,2591,1,1,1986,"Security,WiFi,Garden",885074
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,3098,4,2,2014,"Pool,Gym,Garden,Security,WiFi",1733275
Premium Condo in Mumbai,"Mumbai, MH",Condo,1841,4,3,2007,WiFi,1534180
Premium Penthouse in Pune,"Pune, MH",Penthouse,2510,3,2,1997,"Parking,WiFi,Pool,Garden",1904583
Premium Apartment in Chennai,"Chennai, TN",Apartment,4957,6,4,1986,"Gym,Security,Parking,Garden",1884357
Premium Condo in Chennai,"Chennai, TN",Condo,3588,4,4,2024,"Gym,Garden,WiFi,Security",1261850
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,4673,6,3,1997,Garden,3200243
Premium Villa in Chennai,"Chennai, TN",Villa,3687,2,4,2003,"Security,Pool,Parking,WiFi",2017881
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,4514,5,1,1999,"Gym,Garden,Pool,WiFi,Security",3097478
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,826,1,2,2006,"WiFi,Pool",477640
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,3408,3,4,2010,"Garden,Security",1836222
Premium Penthouse in Pune,"Pune, MH",Penthouse,526,6,2,1988,"Garden,Security",1068206
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,4201,2,4,2018,"Pool,Garden",2737473
Premium Villa in Bangalore,"Bangalore, KA",Villa,527,2,2,2006,"Gym,Parking,WiFi,Garden,Pool",722547
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,4683,4,1,2003,"Garden,WiFi,Parking,Security,Pool",3245726
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,4238,2,2,1987,"WiFi,Parking,Security,Pool,Gym",5176123
Premium Condo in Pune,"Pune, MH",Condo,2273,1,2,2018,"Parking,Gym,WiFi,Garden,Security",759347
Premium Condo in Pune,"Pune, MH",Condo,4151,6,2,1981,Gym,1519934
Premium Apartment in Pune,"Pune, MH",Apartment,1542,4,4,1997,"Gym,Security,Parking,Garden",746426
Premium Townhouse in Pune,"Pune, MH",Townhouse,2642,1,1,2007,"Pool,Security",836215
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,2010,1,1,2022,"Gym,Garden",674026
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,2055,5,1,2008,"Pool,Gym",1326212
Premium Penthouse in Pune,"Pune, MH",Penthouse,4756,6,3,2019,"Garden,Gym,Parking,Pool",3506438
Premium Villa in Delhi,"Delhi, DL",Villa,3384,5,3,1996,"Pool,Garden",3370451
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,2516,2,4,1989,"WiFi,Gym,Parking",879376
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,3700,3,3,1985,WiFi,2712497
Premium Apartment in Pune,"Pune, MH",Apartment,1865,6,4,2016,"Security,Pool,Parking,WiFi,Garden",1028975
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,3721,1,2,2010,"WiFi,Pool,Gym",1285657
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,913,3,2,1981,Security,456873
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,4283,6,1,2020,"Gym,Pool,Garden,Parking",2520140
Premium Condo in Bangalore,"Bangalore, KA",Condo,980,2,1,1994,"Garden,WiFi,Pool,Gym,Security",577740
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,896,4,1,1991,"Pool,WiFi",514151
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,1018,2,3,1982,"Gym,Pool,Garden,Parking",510396
Premium Apartment in Delhi,"Delhi, DL",Apartment,4366,2,1,1994,"Garden,Security,Gym,Pool",2504165
Premium Villa in Kolkata,"Kolkata, WB",Villa,3499,2,4,1993,"Gym,Security,Pool,WiFi,Garden",2023507
Premium Condo in Bangalore,"Bangalore, KA",Condo,1450,4,4,2001,"Garden,Parking",1179426
Premium Villa in Mumbai,"Mumbai, MH",Villa,4542,4,3,1987,Parking,4810207
